node,closeness,dist_to_best,dist_to_worst,rank
39,0.29327909587974993,0.029872755625122427,0.01239676753594642,92
105,0.2932185434026117,0.028502446681765308,0.011824653606041863,93
101,0.292330886815596,0.029173105725230457,0.012051112177902114,94
95,0.28322276560345644,0.028178083637163,0.011134107494139034,95
52,0.27716988072512866,0.02965203396158538,0.011370099968488957,96
18,0.2714054813379648,0.030057442907167296,0.011196563453412668,97
51,0.26756486881657,0.030326080286755513,0.011078378614275398,98
25,0.26472054709547205,0.030312265042880294,0.010913237618916754,99
59,0.26288737718181643,0.02962840834034524,0.010566817495114901,100
48,0.26020584819520975,0.029208132960504177,0.010273299664028568,101
66,0.2584747674392556,0.029417700838820095,0.010254180234235974,102
73,0.2560407405394636,0.03122558680311345,0.010746586277648941,103
58,0.23936389363214583,0.03023450373208417,0.00951446884359099,104
26,0.2205082398049814,0.03154765393931962,0.008924427422293248,105
43,0.2035093606910301,0.03194361635362836,0.008161834705209484,106
49,0.1975362689253107,0.03237120037293829,0.007968567169683947,107
3,0.196609949540967,0.032621266144195624,0.0079832523279423,108
94,0.18481749582080573,0.033130106009048664,0.007511229936215895,109
96,0.1743572559755015,0.03383614985161887,0.0071454370350877644,110
68,0.16650641695517773,0.03470210189215412,0.006932414075424682,111
107,0.16166673202907636,0.035117139405876,0.0067720957557828665,112
102,0.026395552111513378,0.03732009981373559,0.0010117914329343396,113
77,0.016441600842217272,0.03778729562331255,0.0006316692858068941,114
88,0.005727868139165552,0.038159994063146595,0.00021983459777351723,115
