node,degree,betweenness,closeness,eigenvector,pagerank,kshell,hindex
46,0.09836065573770492,0.11569950996180504,0.35260115606936415,0.21339043663076848,0.023207962601492292,3,4
47,0.04918032786885246,0.011792269661122122,0.2785388127853881,0.08866916643149107,0.013099448365476225,3,3
48,0.0819672131147541,0.09787098830131619,0.3588235294117647,0.17721167750629446,0.01909494751418378,3,4
49,0.04918032786885246,0.0069177725735102774,0.25311203319502074,0.06319260280019677,0.013272658191156517,3,3
50,0.04918032786885246,0.014479873496266941,0.28773584905660377,0.08670776978146104,0.012942416163436849,3,3
51,0.0819672131147541,0.047259188898533165,0.2961165048543689,0.09659495803867246,0.020438962185808422,3,3
52,0.04918032786885246,0.013641205485467779,0.2975609756097561,0.08839678092824763,0.01257845320496978,3,3
53,0.06557377049180328,0.03002212420245207,0.305,0.10663825080170933,0.016179704347548386,3,3
54,0.06557377049180328,0.03498996108627256,0.3065326633165829,0.1251090799649168,0.016130259423204632,3,3
55,0.0819672131147541,0.06368239228894966,0.3465909090909091,0.14885400254782524,0.019376504344937952,3,4
56,0.0819672131147541,0.09166347124338925,0.3719512195121951,0.17696793037353856,0.01888050791767907,3,5
57,0.04918032786885246,0.018673862567305192,0.3160621761658031,0.11892163130732557,0.012294560579000455,3,3
58,0.0819672131147541,0.05455220364031839,0.32105263157894737,0.1375489648767281,0.019630085050237535,3,3
59,0.04918032786885246,0.01472699280076329,0.2946859903381642,0.09663441234074217,0.01262141995165671,3,3
60,0.04918032786885246,0.015853032820245933,0.27601809954751133,0.06808628518862091,0.012704901750838219,3,3
61,0.06557377049180328,0.015535105453138244,0.28110599078341014,0.07180282085308813,0.016428176886957937,3,3
