node,degree,betweenness,closeness,eigenvector,pagerank,kshell,hindex
73,0.030303030303030304,0.0010159823495502593,0.3344594594594595,0.025582425313836032,0.0059548639867167494,3,3
74,0.030303030303030304,6.942377754338902e-05,0.4090909090909091,0.09393541308419395,0.005413535902577599,3,3
75,0.030303030303030304,0.001449218456021177,0.3613138686131387,0.03216111630482591,0.0059023385989317905,3,3
76,0.05050505050505051,0.008094758162807594,0.38976377952755903,0.05459318184952536,0.008971326602018404,3,4
77,0.030303030303030304,0.0022964307112176784,0.37218045112781956,0.04109408001622122,0.005867439283163055,3,3
78,0.04040404040404041,0.004713858834479414,0.39759036144578314,0.06072487202969304,0.007412769091938125,3,3
79,0.030303030303030304,0.0014897446604962142,0.37786259541984735,0.050403813687396916,0.00576344844898207,3,3
80,0.04040404040404041,0.004668021639020564,0.3852140077821012,0.05824986674944624,0.007292800876682398,3,3
81,0.04040404040404041,0.006590719076153759,0.3626373626373626,0.02859892322318755,0.007755144972178502,3,3
82,0.030303030303030304,0.00031596033338193616,0.37218045112781956,0.05101437398943917,0.005704492558080833,3,3
83,0.030303030303030304,0.0,0.40408163265306124,0.07663077176242718,0.005489499374500689,3,3
84,0.030303030303030304,0.0015364469282400089,0.38823529411764707,0.05507789094835772,0.005683275348129362,3,3
85,0.04040404040404041,0.009109568222758952,0.4125,0.07640272881168281,0.007318990327763506,3,3
86,0.030303030303030304,0.000569439060270125,0.4125,0.0816556152315397,0.005455584069425973,3,3
87,0.030303030303030304,0.0008768457584347575,0.37358490566037733,0.04464132529448993,0.005725063231840152,3,3
88,0.030303030303030304,0.001300996221015226,0.3548387096774194,0.031346576879902915,0.005812098132355528,3,3
89,0.030303030303030304,0.0011305406463469688,0.33,0.016953388387783666,0.006217398135745639,3,3
90,0.030303030303030304,0.0005841730631646598,0.3333333333333333,0.025117860245559176,0.006039032574599543,3,3
91,0.030303030303030304,0.0005422581953194198,0.39919354838709675,0.07165930364231725,0.0056102735696013754,3,3
92,0.030303030303030304,0.0008108293822579537,0.34256055363321797,0.024649292825249802,0.005936205181367016,3,3
93,0.030303030303030304,0.0009772006630365119,0.4177215189873418,0.07095591952429932,0.005518346905254666,3,3
94,0.030303030303030304,0.0002599693075883552,0.3707865168539326,0.053764322323589665,0.005703422577430281,3,3
95,0.04040404040404041,0.0024644437168537714,0.38076923076923075,0.05921264852588459,0.0073197318847850945,3,3
96,0.030303030303030304,0.0019677255221472907,0.36531365313653136,0.031045278590920086,0.005915992749927174,3,3
97,0.030303030303030304,0.0015942554817195578,0.358695652173913,0.03112659974510633,0.005875400810555806,3,3
98,0.030303030303030304,0.0014758264147476871,0.3613138686131387,0.038215684988887666,0.005797676662440905,3,3
99,0.030303030303030304,0.0010539316564118827,0.38372093023255816,0.053643881340366795,0.005678645454323309,3,3
