node,degree,betweenness,closeness,eigenvector,pagerank,kshell,hindex
36,0.026052104208416832,0.014692406981897051,0.35490753911806544,0.045350606136585286,0.0040135697366418185,3,7
37,0.01002004008016032,0.0031423335781776665,0.31682539682539684,0.022126404044664618,0.0017386359668914008,3,4
38,0.04008016032064128,0.022512013611676925,0.36530014641288433,0.07220574456483075,0.006090511407818014,3,6
39,0.012024048096192383,0.004176551853390175,0.36530014641288433,0.0699576567988592,0.001974812494014401,3,4
40,0.008016032064128256,0.00034050354413826903,0.3190537084398977,0.031175126575451805,0.0013375144798257292,3,4
41,0.028056112224448895,0.013993535970999131,0.3506676036542516,0.05544181895263931,0.00437742108183274,3,6
42,0.01603206412825651,0.003421721643413394,0.31542351453855877,0.02087401358811924,0.0026097431390359823,3,5
43,0.018036072144288574,0.006317509694850512,0.33945578231292517,0.038939903884084276,0.002945407927620485,3,4
44,0.01603206412825651,0.005261437127175895,0.3554131054131054,0.0566863749481449,0.0025642317316333027,3,5
45,0.03607214428857715,0.02217001845220501,0.36028880866425994,0.052665109851020686,0.005479770847501917,3,7
46,0.018036072144288574,0.007325094578143094,0.32235142118863047,0.0239896684455514,0.0029320552719736583,3,5
47,0.022044088176352703,0.009113965843037674,0.367722918201916,0.06485629598720104,0.0034121844159021126,3,5
48,0.024048096192384766,0.009324097838903006,0.33807588075880757,0.042897051745209074,0.003758926803122499,3,6
49,0.04208416833667334,0.021870708701134726,0.3582196697774587,0.06228320830653274,0.006362012613284705,3,7
50,0.02004008016032064,0.006134687237791962,0.3231865284974093,0.02719565928952483,0.003183929260237327,3,5
51,0.0060120240480961915,0.000426893903478441,0.3315614617940199,0.032589611188015476,0.0010815856772648101,3,3
52,0.024048096192384766,0.007243157021890693,0.33968686181075564,0.0407346929916134,0.0036981422402439213,3,6
53,0.018036072144288574,0.005589541326299935,0.32721311475409837,0.029271478374514773,0.002931558556967727,3,5
54,0.01603206412825651,0.007025847126437346,0.35165609584214236,0.0511687837520419,0.0026142963949145523,3,4
55,0.0060120240480961915,0.0,0.3615942028985507,0.06078632137564304,0.001047428887904266,3,3
56,0.044088176352705406,0.02664926054176454,0.36962962962962964,0.0707895876717326,0.0066494503781323235,3,7
57,0.028056112224448895,0.014935963816555254,0.3626453488372093,0.05975945692380784,0.0043133092069092644,3,6
58,0.01002004008016032,0.0042607621130781904,0.3403819918144611,0.03747303356960366,0.001722867122182164,3,4
59,0.03006012024048096,0.013605951921891537,0.3462873004857738,0.0465765101300586,0.004581865109187405,3,7
60,0.018036072144288574,0.006908241715568187,0.32937293729372935,0.029727167818867972,0.0030023802642064603,3,4
61,0.012024048096192383,0.004186156792381631,0.3295904887714663,0.033468654442136994,0.0019550475496452413,3,5
62,0.012024048096192383,0.003342530302124329,0.3621190130624093,0.060204577516233135,0.001941375384046443,3,5
63,0.01603206412825651,0.005437374356979108,0.3351242444593687,0.037180573073808086,0.002618667301727199,3,5
64,0.018036072144288574,0.006268661660901305,0.32764281024294156,0.02832341057889709,0.002941056825414166,3,4
65,0.01002004008016032,0.002642018796495049,0.3467685892981237,0.047894497834328656,0.0016739213720787858,3,4
66,0.014028056112224447,0.0027849649989372754,0.3122653316645807,0.022026221863495097,0.002342744983918831,3,5
67,0.01603206412825651,0.003221854743987525,0.32255979314802846,0.020934642268204698,0.0026251135507082057,3,5
68,0.02004008016032064,0.009608478388502224,0.3544034090909091,0.040312598106959495,0.0032025022882016564,3,5
69,0.012024048096192383,0.0016090486981302856,0.3051987767584098,0.020687304933159418,0.0020075914871705933,3,4
70,0.014028056112224447,0.004368151561036484,0.3289386947923533,0.02473632176320315,0.0022903552364916674,3,5
71,0.01002004008016032,0.0028877671719593346,0.35465529495380244,0.051589686013682814,0.0016512554364303909,3,4
72,0.022044088176352703,0.011115687727511132,0.3595100864553314,0.06753069165205017,0.003474193448498928,3,6
73,0.008016032064128256,0.0016509699553420387,0.34773519163763067,0.053101313056923866,0.0013806063874350384,3,3
74,0.01002004008016032,0.0034810198741537144,0.348463687150838,0.04936385247177026,0.001684185695427182,3,4
75,0.018036072144288574,0.005829631646520075,0.3392250169952413,0.04025613978696983,0.002954118362541667,3,4
76,0.038076152304609215,0.02199937760026571,0.3584770114942529,0.05884091833158056,0.00583983490333673,3,6
77,0.012024048096192383,0.0014167785801463093,0.3170266836086404,0.024821716138197954,0.002050591322127584,3,3
78,0.0060120240480961915,0.00027656534289508184,0.30024067388688325,0.01888482168415243,0.001077760080845828,3,3
79,0.022044088176352703,0.011483581882438825,0.3671817512877116,0.07013405231322681,0.003502590988023455,3,5
80,0.0060120240480961915,0.00015068579367271456,0.3304635761589404,0.03296392556905483,0.0010654134784323067,3,3
81,0.02004008016032064,0.008409330285030287,0.3453287197231834,0.03831856847053588,0.003170895921425336,3,5
82,0.022044088176352703,0.00551706571849275,0.3105164903546982,0.02143920215460148,0.00358409409513544,3,4
83,0.014028056112224447,0.004667945384828923,0.3304635761589404,0.030293896864408143,0.0022910505037848313,3,5
84,0.01002004008016032,0.002878704895399552,0.329155672823219,0.0329708389038122,0.001698597972959222,3,4
85,0.018036072144288574,0.004861738924086288,0.32764281024294156,0.02784572085753637,0.002880862386756952,3,5
86,0.014028056112224447,0.0022921483907776597,0.30916976456009915,0.018592266714090745,0.0023008793710897215,3,5
87,0.008016032064128256,0.0015236172446411358,0.3295904887714663,0.030490675022810373,0.0013584192733705966,3,4
88,0.026052104208416832,0.01232409733451946,0.3629090909090909,0.06534225214430693,0.004045776468986987,3,6
89,0.014028056112224447,0.003328690022770568,0.3351242444593687,0.03927723073748302,0.002285569609602846,3,4
90,0.012024048096192383,0.0028886112157017105,0.3070769230769231,0.014359183370695652,0.0020294965108833603,3,5
91,0.012024048096192383,0.00474514484940334,0.3378469871360867,0.03236033422637106,0.002023203802054208,3,4
92,0.012024048096192383,0.0031943719309906068,0.32593076420640105,0.02402396554188853,0.0020189126261912597,3,4
93,0.0060120240480961915,0.0005801320184633469,0.311875,0.01687535223563131,0.0010949588450724274,3,3
94,0.01002004008016032,0.0007872180149259176,0.343191196698762,0.05146618209047239,0.0016249327828304666,3,5
95,0.0060120240480961915,0.0004749554996475837,0.2995198079231693,0.01370929805316972,0.001115463354297921,3,3
96,0.01603206412825651,0.0047962060764319995,0.34366391184573003,0.04373203613602775,0.0025297310378477656,3,6
97,0.02004008016032064,0.0037551902603317282,0.32028241335044927,0.02543550126650262,0.0032246515905512405,3,5
98,0.01002004008016032,0.0023115620743668895,0.3289386947923533,0.03391143083457346,0.0016679633169496056,3,4
99,0.01603206412825651,0.007783307882531385,0.34131326949384405,0.04232577413574846,0.0025829317621926416,3,5
100,0.022044088176352703,0.007758862470520143,0.3443754313319531,0.040186611444246456,0.003516498565962582,3,5
101,0.01002004008016032,0.0017196197359192473,0.336026936026936,0.04317207463508137,0.0016525668755344135,3,5
102,0.01002004008016032,0.002250098106943296,0.30726600985221675,0.016738290741270576,0.0017730375559736646,3,3
103,0.01002004008016032,0.0024423127450582506,0.34895104895104895,0.05248813862527552,0.0017158347905783327,3,3
104,0.012024048096192383,0.002587477799877259,0.31265664160401,0.01654676886527355,0.002012804447641633,3,4
105,0.024048096192384766,0.007398949064308888,0.3186462324393359,0.025982474684955743,0.00388634596632271,3,4
106,0.014028056112224447,0.002345714663469683,0.2952662721893491,0.011637165829670027,0.002380547300290507,3,4
107,0.02004008016032064,0.007548600909720598,0.31946222791293216,0.01820957771305158,0.003270565434446564,3,5
108,0.01002004008016032,0.0017081773757388898,0.3097454996896338,0.016760003196642448,0.0017090671407764026,3,4
109,0.01603206412825651,0.0054254666535315165,0.34895104895104895,0.05419149193089583,0.0026047213037951843,3,5
110,0.014028056112224447,0.0063612851819647796,0.33090185676392575,0.03294348171672265,0.002378771680841086,3,4
111,0.012024048096192383,0.0036923183423888065,0.35017543859649125,0.05298022111286395,0.001963009896577773,3,5
112,0.01002004008016032,0.003856884244665137,0.33311081441922563,0.03112483883633517,0.0016836414728990156,3,5
113,0.01002004008016032,0.0020913839757223285,0.32152061855670105,0.029912050460131973,0.0016500168038805344,3,5
114,0.01002004008016032,0.0008536762599255942,0.30096501809408926,0.017100747193607324,0.001717763974275176,3,3
115,0.024048096192384766,0.008862166032743582,0.3362533692722372,0.03418183507663771,0.0038339678205856747,3,5
116,0.008016032064128256,0.0005993338584954372,0.30482590103848506,0.015605177023136954,0.0013891585513307715,3,4
117,0.008016032064128256,0.0007629941531007879,0.2891077636152955,0.010309081511825762,0.0014255571713085702,3,4
118,0.012024048096192383,0.0010401816861413953,0.30371272063298843,0.026668523401703545,0.002025719547333068,3,3
119,0.0060120240480961915,0.0003409361175475826,0.32152061855670105,0.02462340593946233,0.0010674665656416943,3,3
120,0.0060120240480961915,0.0,0.2869465209890742,0.010922135139639574,0.0010960380963925633,3,3
121,0.012024048096192383,0.0025780610210384353,0.3427197802197802,0.0495142754251069,0.0019733240795880578,3,4
122,0.012024048096192383,0.002269979201481963,0.2909620991253644,0.015751119990189705,0.0020639585349032587,3,4
123,0.0060120240480961915,6.453241676410921e-05,0.34131326949384405,0.04530468108615529,0.001037442026330655,3,3
124,0.012024048096192383,0.0011827511226724203,0.2977326968973747,0.014915356317572593,0.00207115508313371,3,4
125,0.008016032064128256,0.002932918011450656,0.3439007580978635,0.03884364510945765,0.0014121322683132318,3,3
126,0.012024048096192383,0.005870817532634713,0.3429553264604811,0.04520144230361222,0.0019801134626248936,3,5
127,0.0060120240480961915,0.00041069112470708193,0.2869465209890742,0.011042028287250982,0.0011360582073519962,3,3
128,0.01002004008016032,0.0010471432632499734,0.30169286577992743,0.015239318655058643,0.001750322061483526,3,3
129,0.018036072144288574,0.005468182891396423,0.3269986893840105,0.027258958585771237,0.0029272067223243955,3,5
130,0.012024048096192383,0.0018690209249946886,0.28877314814814814,0.01199004364107359,0.0020196850378472048,3,5
131,0.008016032064128256,0.0003268518717305204,0.2864523536165327,0.015360392202233269,0.001413512872894551,3,3
132,0.024048096192384766,0.010982512690725938,0.3460471567267684,0.03666243177488778,0.003861444701467801,3,5
133,0.008016032064128256,0.000954485304202126,0.32678454485920105,0.030408564655009233,0.001401017123238213,3,3
134,0.01002004008016032,0.002028205164556937,0.2822398190045249,0.007791641191714025,0.001757121425919043,3,4
135,0.0060120240480961915,0.0005909372703743348,0.3112913287585777,0.01654096124052952,0.001086862627189519,3,3
136,0.01002004008016032,0.0032831291221198633,0.3582196697774587,0.05989024776796014,0.0016645817736562199,3,4
137,0.014028056112224447,0.0018313228679367457,0.30024067388688325,0.013887216920044127,0.002327660257993463,3,5
138,0.014028056112224447,0.004548600829071555,0.32550554468362686,0.023697707543489367,0.0023729871579595404,3,4
139,0.008016032064128256,0.0005921956967995415,0.28096846846846846,0.00700967452945477,0.0014744974375492858,3,3
140,0.01002004008016032,0.003559519372789777,0.3467685892981237,0.048057313482969544,0.0017062770387290256,3,3
141,0.008016032064128256,0.0007171061466980681,0.2924970691676436,0.011171394105314097,0.0014309807910703378,3,4
142,0.012024048096192383,0.0020500069336721956,0.2930123311802701,0.01412348566856412,0.0020603477096172887,3,4
143,0.01603206412825651,0.003639245072987374,0.34556786703601106,0.0540647119245259,0.002593141765355024,3,5
144,0.01002004008016032,0.0008922498006107237,0.29614243323442135,0.01174608561352407,0.001737529732404533,3,5
145,0.012024048096192383,0.002063784094975235,0.30557256582976117,0.023083325252056277,0.0020643896746434273,3,3
146,0.008016032064128256,0.0004998283195178309,0.2996996996996997,0.01471174856556562,0.0014436760503576808,3,3
147,0.0060120240480961915,0.00023287391923588533,0.3087871287128713,0.02215000229445608,0.0010724778406135636,3,3
148,0.01002004008016032,0.003415807815894014,0.3342263898191561,0.035448045964657504,0.001728111342216383,3,4
149,0.0060120240480961915,0.0,0.36423357664233574,0.06772416648619635,0.0010462117361408384,3,3
150,0.01002004008016032,0.0024041588376894664,0.29266862170087976,0.010247608965287588,0.0017872912792138724,3,3
151,0.008016032064128256,0.0021410745082142257,0.3450899031811895,0.04330820469447088,0.0013757435713534416,3,3
152,0.012024048096192383,0.0026028696687273962,0.3114856429463171,0.020241377953019012,0.002008331204149672,3,4
153,0.01002004008016032,0.0008341658702283377,0.2952662721893491,0.013275884259185649,0.001724838232956292,3,4
154,0.0060120240480961915,0.0007059672217031826,0.31522425773847124,0.02244191159716681,0.0011136513804245185,3,3
155,0.0060120240480961915,0.0003518265195359573,0.28081035453010694,0.0075425531170334745,0.0011091062602484433,3,3
156,0.014028056112224447,0.0018122700509313138,0.30651105651105653,0.022613058188872298,0.0023753433275226347,3,4
157,0.01603206412825651,0.0068254493463638915,0.3458073458073458,0.05132731623391863,0.0026208737484671486,3,5
158,0.0060120240480961915,0.0003756751225571009,0.2884393063583815,0.008867202911365292,0.001141818017722299,3,3
159,0.0060120240480961915,0.00023330365929904594,0.2643008474576271,0.005924780208270724,0.0011636277838698436,3,3
160,0.0060120240480961915,0.0008676809197413146,0.3362533692722372,0.03715764166281619,0.001126565623831591,3,3
161,0.0060120240480961915,0.0007071576553806072,0.30745532963647565,0.01702731367212643,0.001130667918710249,3,3
162,0.01002004008016032,0.0024236084020095917,0.3000601322910403,0.01380604134482505,0.001708943834952882,3,4
163,0.01002004008016032,0.001439878903453536,0.3685376661742984,0.07725537999110557,0.0016131321177803234,3,5
164,0.01002004008016032,0.0018297747759538831,0.3389945652173913,0.038796975078907704,0.001672730337101583,3,4
165,0.014028056112224447,0.005801971194310025,0.3427197802197802,0.051416427324309406,0.0023450872765033073,3,4
166,0.01002004008016032,0.0037036422144046347,0.33945578231292517,0.03996298374028442,0.0017219371482338516,3,4
167,0.008016032064128256,0.0013261286513064048,0.3427197802197802,0.0448461935897129,0.0013628414730644627,3,4
168,0.012024048096192383,0.0018563701226453214,0.2995198079231693,0.01901475322555371,0.0020588280489172352,3,4
169,0.012024048096192383,0.001679518601631325,0.3042682926829268,0.015636712883602938,0.0020124371088107175,3,4
170,0.008016032064128256,0.0007413350609685754,0.2930123311802701,0.01123336508902835,0.0014044692922651108,3,4
171,0.01603206412825651,0.00566749297708108,0.34178082191780823,0.046583189782082035,0.0026797776716742457,3,4
172,0.018036072144288574,0.005789946805312663,0.33489932885906043,0.03811672989427664,0.0029245343943689315,3,4
173,0.012024048096192383,0.0011261652017858796,0.27799442896935933,0.007758278498090949,0.0021094214969708093,3,4
174,0.008016032064128256,0.002829980948217693,0.3420150788211104,0.04248024004692573,0.0014185067743821868,3,3
175,0.01002004008016032,0.001835975023874179,0.3053855569155447,0.018487001222594533,0.0017187464496050547,3,4
176,0.01002004008016032,0.002334936985983291,0.30132850241545894,0.011945796634620993,0.0017277856763415703,3,4
177,0.012024048096192383,0.002492439735688459,0.3434273916035788,0.041440148418251395,0.001987966393152457,3,4
178,0.0060120240480961915,0.00046377608058164444,0.2966706302021403,0.01332361582796343,0.001127810586666453,3,3
179,0.0060120240480961915,0.0005608573630220826,0.33968686181075564,0.04145775692676924,0.0010645666934247107,3,3
180,0.01002004008016032,0.0023290295969728837,0.32678454485920105,0.03175517342195045,0.0017472484671479625,3,3
181,0.0060120240480961915,0.0007962586600050147,0.3285055957867018,0.029947127193948264,0.0010891500340601064,3,3
182,0.012024048096192383,0.0008136439570025315,0.29880239520958085,0.013077598270175348,0.0020749292414674906,3,4
183,0.014028056112224447,0.005024025347654593,0.33716216216216216,0.029450512570282483,0.0023253219253389465,3,4
184,0.014028056112224447,0.004998178090782477,0.3615942028985507,0.06700501808154789,0.002300955504961371,3,4
185,0.008016032064128256,0.0009839712477409922,0.3434273916035788,0.04734702728480516,0.001381098697483713,3,4
186,0.014028056112224447,0.003934363128526864,0.34154688569472963,0.04872746040204526,0.0023138203056519797,3,5
187,0.01002004008016032,0.001038485095814364,0.29614243323442135,0.0116097728633342,0.0017572692534476037,3,4
188,0.0060120240480961915,0.00020541029597573454,0.2907925407925408,0.013489478042854667,0.0011143656028854611,3,3
189,0.014028056112224447,0.003354219745365908,0.31207004377736086,0.019692431773993768,0.0023877856877854036,3,4
190,0.008016032064128256,0.0006074687217020795,0.28081035453010694,0.007463793851110586,0.0014611520373341057,3,4
191,0.01002004008016032,0.0017084400004204702,0.2930123311802701,0.010563031735804883,0.001783102601707508,3,4
192,0.01002004008016032,0.0012803536349956447,0.31522425773847124,0.027405892205359515,0.0017342822357861495,3,3
193,0.014028056112224447,0.0051411993506480375,0.3401499659168371,0.04188830631231165,0.0024059044331593,3,4
194,0.008016032064128256,0.0005165859039461117,0.29232571763327475,0.011228911964477018,0.001399908135063823,3,4
195,0.008016032064128256,0.0013803670467888197,0.32423651721897334,0.02600653802922606,0.0013576488956981302,3,4
196,0.008016032064128256,0.00040009169499700297,0.31884984025559104,0.030265945087468753,0.0013824775639575929,3,3
197,0.008016032064128256,0.0007872124046404721,0.30242424242424243,0.0198550126429551,0.0014429797635931258,3,3
198,0.01002004008016032,0.001924008981775163,0.30936143831370116,0.017277280512098134,0.00173381832425664,3,3
199,0.01002004008016032,0.0023832268414182936,0.30242424242424243,0.014040915942992019,0.001791707888620873,3,3
200,0.01002004008016032,0.0025628258206439186,0.30821494749845585,0.01735908216838536,0.001755796631081022,3,4
201,0.01002004008016032,0.0038074317277187056,0.34556786703601106,0.047787532827682694,0.0017195920981508423,3,4
202,0.0060120240480961915,0.00046258641490840084,0.30557256582976117,0.013261733425553451,0.0011094385317389314,3,3
203,0.0060120240480961915,0.0008631218744995627,0.3006024096385542,0.01408386843436092,0.0011498409357152386,3,3
204,0.008016032064128256,0.0005954088883637878,0.28465487735310896,0.010229460233643205,0.0014751397584543005,3,3
205,0.014028056112224447,0.0008494533925559251,0.2933568489124045,0.018192139267282994,0.0023740584741161084,3,4
206,0.008016032064128256,0.001058002035760877,0.30557256582976117,0.013821642133624946,0.0014347328415403992,3,4
207,0.0060120240480961915,0.0006548669122190686,0.2862880091795754,0.008053111010413725,0.001130003515652807,3,3
208,0.01002004008016032,0.0017320017853331676,0.2924970691676436,0.009275672960481119,0.0017661300869160623,3,4
209,0.01002004008016032,0.00213792279515912,0.30745532963647565,0.014785846665747423,0.0016796759139883289,3,5
210,0.012024048096192383,0.0024399738799200945,0.3107098381070984,0.01878361651955593,0.0020625362550007937,3,3
211,0.01002004008016032,0.0025917141884291986,0.3172282263191354,0.020309593521564088,0.0017116422308576383,3,4
212,0.012024048096192383,0.001860639646707142,0.29684711481261156,0.012907182765500421,0.0021122205652029627,3,3
213,0.008016032064128256,0.0011447573655281144,0.3446132596685083,0.042617344977305155,0.0013680913578057708,3,4
214,0.01002004008016032,0.0027034575429561378,0.2995198079231693,0.01192199783255604,0.001779979290950237,3,4
215,0.01603206412825651,0.004337838552527505,0.32423651721897334,0.02684608879312108,0.0026376178752392457,3,4
216,0.01002004008016032,0.0016190592804255994,0.3050122249388753,0.019543620554183027,0.0017110159549022144,3,4
217,0.008016032064128256,0.00032627385668846737,0.2892753623188406,0.012077601166281598,0.001467180535524787,3,4
218,0.014028056112224447,0.001556097245626669,0.3061349693251534,0.025469347184514126,0.0022897209564967497,3,5
219,0.0060120240480961915,0.00023565993299488295,0.28239954725523486,0.008896850323415393,0.0011448945458216973,3,3
220,0.01002004008016032,0.0017454139131675677,0.3170266836086404,0.02664918627526075,0.001779659702104499,3,3
221,0.018036072144288574,0.002903536407460078,0.3080246913580247,0.015549296557894075,0.0030378347927451617,3,4
222,0.012024048096192383,0.0032386594414887254,0.3346747149564051,0.03422094680941439,0.002006968757893183,3,5
223,0.0060120240480961915,0.00032149509401490685,0.30334346504559273,0.018852378435926746,0.0011039333930437669,3,3
224,0.008016032064128256,0.001037116679987551,0.28579610538373423,0.008717146085831901,0.0014717922436901635,3,3
225,0.008016032064128256,0.0008837264033594928,0.2838452787258248,0.007835600934737114,0.00146487178033798,3,3
226,0.012024048096192383,0.005499666311251475,0.3474930362116992,0.04842781701144529,0.001993345478904425,3,5
227,0.01002004008016032,0.0015519463236975375,0.30297510625379476,0.014552714753089438,0.0017850426798019787,3,3
228,0.0060120240480961915,0.000551327868770507,0.29215456674473067,0.011328101279964798,0.001129848735921035,3,3
229,0.01603206412825651,0.004866982022435067,0.3320026613439787,0.036547357475367616,0.00265523299423264,3,4
230,0.01002004008016032,0.001608077517372365,0.3038976857490865,0.017598924059635073,0.0017665161655361344,3,4
231,0.0060120240480961915,0.0005148703896568527,0.3263570961412688,0.03312617569111757,0.0010850246034563615,3,3
232,0.018036072144288574,0.006262018406707498,0.31925783749200254,0.0228987875606335,0.0029975138668717717,3,4
233,0.012024048096192383,0.0018341440499279702,0.3063228974831185,0.02079925406057173,0.002042745076313707,3,4
234,0.0060120240480961915,0.000744624761099829,0.3170266836086404,0.02538135562265403,0.0011062450213628694,3,3
235,0.008016032064128256,0.0009523600090940636,0.32069408740359895,0.029448041136854723,0.0014357946096626045,3,3
236,0.0060120240480961915,0.0008014319868176672,0.32593076420640105,0.02923420847967301,0.0011055713243483213,3,3
237,0.01002004008016032,0.0020347754598834212,0.3295904887714663,0.0328922869567527,0.0016974601462602236,3,4
238,0.012024048096192383,0.0025679443778478177,0.31168019987507806,0.022641126388899674,0.002039718583483691,3,4
239,0.012024048096192383,0.003798462808118389,0.3289386947923533,0.035725165511062,0.002048335685410758,3,4
240,0.0060120240480961915,9.105374303510019e-05,0.289611143354614,0.01354055883232082,0.0011257233365092258,3,3
241,0.0060120240480961915,0.0003533623974490333,0.3494397759103641,0.04831738597187531,0.0010571632623808027,3,3
242,0.008016032064128256,0.0007636219912435103,0.3217279174725983,0.029752793384704733,0.0013766930513881342,3,4
243,0.0060120240480961915,0.00042278150011675693,0.32657068062827227,0.030284794685607297,0.001089679595348018,3,3
244,0.008016032064128256,0.0009264468469758019,0.29352941176470587,0.010214355858289378,0.0014292853016690033,3,3
245,0.0060120240480961915,0.000448051889743392,0.3026076409945421,0.014981583496512367,0.0011130047071503933,3,3
246,0.0060120240480961915,0.00046018401036314696,0.3392250169952413,0.040568824299550506,0.001082817001861571,3,3
247,0.0060120240480961915,0.00040513706910797,0.26972972972972975,0.0055157361743701965,0.0011898302565385745,3,3
248,0.008016032064128256,0.0010242204541845322,0.3362533692722372,0.03974020136580864,0.0014425069048772535,3,3
249,0.008016032064128256,0.0009664979196415875,0.29011627906976745,0.014367678054556654,0.0014629830044474925,3,3
250,0.0060120240480961915,0.0006262545863531034,0.33716216216216216,0.0386004818114855,0.0011055732595018778,3,3
251,0.0060120240480961915,0.0001256019375254153,0.32152061855670105,0.026732591237658306,0.0010597271356734324,3,3
252,0.01002004008016032,0.0011949467845905459,0.2732749178532311,0.0057979453989167,0.0017915026049752526,3,4
253,0.008016032064128256,0.002573352852458382,0.34919524142757175,0.04488647003528026,0.0013926532483239315,3,4
254,0.0060120240480961915,0.0008582378134380793,0.3196668802049968,0.02783494193094743,0.001160670638275746,3,3
255,0.0060120240480961915,0.00020505136994811228,0.2580144777662875,0.003977579935393065,0.0011921088653504405,3,3
256,0.0060120240480961915,0.0001659045516909728,0.35719398711524697,0.06205957344616951,0.0010610795023394464,3,3
257,0.01002004008016032,0.0016320879790619875,0.297910447761194,0.017778579747566175,0.001731696600932656,3,4
258,0.008016032064128256,0.0004982957858090647,0.2725286728563626,0.006175824782291673,0.0015190760230729666,3,3
259,0.01002004008016032,0.0033320289136586894,0.33807588075880757,0.0391668144774959,0.0017284715367752112,3,3
260,0.0060120240480961915,0.00048412389810017836,0.2930123311802701,0.014161819892633898,0.0011184469740385238,3,3
261,0.01002004008016032,0.0012821429133144141,0.29684711481261156,0.012563530751260649,0.0017201290485547014,3,4
262,0.01002004008016032,0.0017805414374610007,0.30096501809408926,0.014095941862129858,0.0017394492485437252,3,4
263,0.0060120240480961915,0.0007773354094949324,0.3335561497326203,0.03660257655186126,0.0011253758723026577,3,3
264,0.0060120240480961915,0.0001451351981906941,0.3439007580978635,0.04823262072666614,0.0010569958505682016,3,3
265,0.008016032064128256,0.000862702673010483,0.28192090395480224,0.0073215001570572135,0.001463953310824263,3,3
266,0.012024048096192383,0.002645543658405667,0.2956161137440758,0.00989830163997271,0.002062858970940367,3,4
