node,degree,betweenness,closeness,eigenvector,pagerank,kshell,hindex
Favourite,0.09210526315789473,0.0,0.34080717488789236,0.01968573670953793,0.014133175047594922,7,7
Dahlia,0.09210526315789473,0.0,0.34080717488789236,0.01968573670953793,0.013658044855063707,7,7
Zephine,0.09210526315789473,0.0,0.34080717488789236,0.01968573670953793,0.013185548674242218,7,7
Fantine,0.19736842105263158,0.12964454098819422,0.46060606060606063,0.08975922949834117,0.02716561600869439,7,7
MmeThenardier,0.14473684210526316,0.02900241873046176,0.46060606060606063,0.12228242172143367,0.020041918882033355,7,9
Thenardier,0.21052631578947367,0.07490122123424225,0.5170068027210885,0.1878077051550095,0.03568658555066479,8,10
Cosette,0.14473684210526316,0.023796253454148188,0.4779874213836478,0.11103702398134035,0.036914002202693225,6,7
Javert,0.22368421052631576,0.05433155966478436,0.5170068027210885,0.18422516321025706,0.02682558308731248,8,10
Fauchelevent,0.05263157894736842,0.026491228070175437,0.4021164021164021,0.040048606735689954,0.012756526634894344,2,2
Bamatabois,0.10526315789473684,0.008040935672514621,0.42696629213483145,0.06227506194694947,0.008917199529451565,6,6
Perpetue,0.02631578947368421,0.0,0.3179916317991632,0.01131273156589345,0.003986877004269692,2,2
Simplice,0.05263157894736842,0.008640295033483888,0.4175824175824176,0.04605501100583567,0.007282262834973907,3,3
Scaufflaire,0.013157894736842105,0.0,0.39378238341968913,0.022291152877501868,0.0024837793209218223,1,1
Woman1,0.02631578947368421,0.0,0.3958333333333333,0.037636139536560614,0.0035046657753169813,2,2
Judge,0.07894736842105263,0.0,0.40425531914893614,0.04120828302958654,0.011334725694476957,6,6
Champmathieu,0.07894736842105263,0.0,0.40425531914893614,0.04120828302958654,0.011334725694476957,6,6
Brevet,0.07894736842105263,0.0,0.40425531914893614,0.04120828302958654,0.009352607660054541,6,6
Chenildieu,0.07894736842105263,0.0,0.40425531914893614,0.04120828302958654,0.009352607660054541,6,6
Cochepaille,0.07894736842105263,0.0,0.40425531914893614,0.04120828302958654,0.009352607660054541,6,6
Pontmercy,0.039473684210526314,0.006925438596491228,0.37254901960784315,0.037926966720036696,0.004499336734137633,2,2
Boulatruelle,0.013157894736842105,0.0,0.34234234234234234,0.01564337736411263,0.0024453424774359823,1,1
Eponine,0.14473684210526316,0.011487550654163002,0.3958333333333333,0.14193827361489472,0.011543996758157688,8,9
Anzelma,0.039473684210526314,0.0,0.35185185185185186,0.03765154186582525,0.004476593271729266,3,3
Woman2,0.039473684210526314,0.0,0.4021164021164021,0.04688494243431426,0.0045018356542668005,3,3
MotherInnocent,0.02631578947368421,0.0,0.39790575916230364,0.025627007259539696,0.0048074003643200965,2,2
Gribier,0.013157894736842105,0.0,0.2878787878787879,0.0033358543820378307,0.003497132643650798,1,1
MmeBurgon,0.02631578947368421,0.02631578947368421,0.3438914027149321,0.02665876769778803,0.005878297241780654,1,1
Jondrette,0.013157894736842105,0.0,0.25675675675675674,0.002220491638940264,0.0036135146727070398,1,1
Gavroche,0.2894736842105263,0.16511250242584766,0.5135135135135135,0.3178389397749768,0.028293297311216523,9,11
Gillenormand,0.09210526315789473,0.02021062158319776,0.4418604651162791,0.06539729702430215,0.01830585551057957,4,4
Magnon,0.02631578947368421,0.00021720969089390142,0.33480176211453744,0.01563275890749716,0.0029856771911135845,2,2
MlleGillenormand,0.09210526315789473,0.047598927875243675,0.4418604651162791,0.06316905144338801,0.0166810068732511,4,4
MmePontmercy,0.02631578947368421,0.0003508771929824561,0.3153526970954357,0.008420710184175475,0.003839351125267179,2,2
MlleVaubois,0.013157894736842105,0.0,0.3076923076923077,0.005261623192198207,0.0025645309601903497,1,1
LtGillenormand,0.05263157894736842,0.0,0.36538461538461536,0.0415398399560889,0.004601270417474179,4,4
Marius,0.25,0.132032488621946,0.5314685314685315,0.25911114534178753,0.05166565235307839,9,11
BaronessT,0.02631578947368421,0.0,0.35185185185185186,0.02702941386613705,0.0029068698871174306,2,2
Mabeuf,0.14473684210526316,0.027661236424394314,0.3958333333333333,0.19502891203664763,0.009711150527834696,9,10
Enjolras,0.19736842105263158,0.0425533568221771,0.4810126582278481,0.2671786328235667,0.0366019191233266,9,11
Combeferre,0.14473684210526316,0.0012501455659350393,0.3917525773195876,0.21073457488115618,0.026618034516791116,9,10
Prouvaire,0.11842105263157894,0.0,0.3568075117370892,0.17581635449396735,0.00860480422044462,9,9
Feuilly,0.14473684210526316,0.0012501455659350393,0.3917525773195876,0.21073457488115618,0.01548641910585215,9,10
Courfeyrac,0.17105263157894735,0.00526702988198833,0.4,0.23246719717021408,0.03298332686163006,9,10
Bahorel,0.15789473684210525,0.0021854883087570067,0.39378238341968913,0.22155360926119969,0.016444047239484817,9,10
Bossuet,0.17105263157894735,0.03075365017995782,0.475,0.24213078637474136,0.02618229202167395,9,10
Joly,0.15789473684210525,0.0021854883087570067,0.39378238341968913,0.22155360926119969,0.01766189004324437,9,10
Grantaire,0.13157894736842105,0.00015037593984962405,0.3584905660377358,0.18663538887401085,0.007749765774375318,9,9
MotherPlutarch,0.013157894736842105,0.0,0.2846441947565543,0.016244465520148774,0.0034956166136624737,1,1
Gueulemer,0.13157894736842105,0.004960383978389518,0.4634146341463415,0.14543155406625,0.014688366488562579,8,9
Babet,0.13157894736842105,0.004960383978389518,0.4634146341463415,0.14543155406625,0.01570141754576917,8,9
Claquesous,0.13157894736842105,0.00486180419559921,0.4523809523809524,0.14153627306562794,0.01197327570487069,8,9
Montparnasse,0.11842105263157894,0.0038738298738298727,0.4578313253012048,0.13602919446668407,0.00796919221533399,8,8
Toussaint,0.039473684210526314,0.0,0.4021164021164021,0.04688494243431426,0.003891823414606999,3,3
Child1,0.02631578947368421,0.0,0.34234234234234234,0.028879259336728292,0.005727952534929545,2,2
Child2,0.02631578947368421,0.0,0.34234234234234234,0.028879259336728292,0.005727952534929545,2,2
Brujon,0.09210526315789473,0.00043859649122807013,0.38,0.10128691502674181,0.008440360489125396,7,7
MmeHucheloup,0.09210526315789473,0.0,0.35348837209302325,0.14071116072806064,0.00450923095955766,7,7
